date,value
2020-05-29,0.0
2020-05-19,0.0
2020-07-24,45.0
2020-05-23,0.0
2020-08-01,49.0
2020-04-08,0.0
2020-05-27,0.0
2020-06-28,0.0
2020-07-02,0.0
2020-05-11,0.0
2023-04-26,17.0
2020-07-29,58.0
2023-04-15,31.0
2020-03-17,0.0
2020-05-05,0.0
2020-05-24,0.0
2020-05-21,0.0
2020-04-18,0.0
2020-03-29,0.0
2020-05-14,0.0
2023-04-29,16.0
2020-03-27,0.0
2020-03-02,0.0
2020-03-11,0.0
2020-05-13,0.0
2020-03-03,0.0
2020-03-31,0.0
2020-06-29,0.0
2020-06-01,0.0
2020-03-12,0.0
2020-03-26,0.0
2020-04-27,0.0
2020-03-05,0.0
2023-04-23,16.0
2020-07-08,0.0
2020-05-22,0.0
2020-05-15,0.0
2023-04-27,14.0
2020-05-18,0.0
2020-04-17,0.0
2020-05-12,0.0
2020-07-17,85.0
2020-04-02,0.0
2020-04-29,0.0
2020-06-27,0.0
2020-06-18,0.0
2020-05-06,0.0
2020-04-11,0.0
2020-03-08,0.0
2020-04-20,0.0
2023-04-20,25.0
2020-07-06,0.0
2020-04-26,0.0
2020-06-14,0.0
2020-06-17,0.0
2020-06-08,0.0
2020-04-14,0.0
2020-04-30,0.0
2020-06-24,0.0
2020-06-02,0.0
2020-06-25,0.0
2020-03-09,0.0
2020-07-30,46.0
2020-04-15,0.0
2023-04-28,16.0
2020-05-08,0.0
2020-04-22,0.0
2020-07-03,0.0
2023-04-16,21.0
2020-04-12,0.0
2020-03-10,0.0
2020-06-23,0.0
2020-04-05,0.0
2020-03-22,0.0
2020-06-12,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-23,0.0
2020-06-09,0.0
2020-04-19,0.0
2020-06-03,0.0
2020-04-24,0.0
2020-06-13,0.0
2020-05-17,0.0
2020-07-31,53.0
2020-08-02,49.0
2020-04-01,0.0
2023-04-24,11.0
2020-06-20,0.0
2020-07-09,0.0
2020-07-25,53.0
2020-03-06,0.0
2020-04-10,0.0
2020-05-31,0.0
2020-06-30,0.0
2020-07-28,58.0
2020-07-27,55.0
2020-06-19,0.0
2020-05-28,0.0
2020-03-25,0.0
2020-04-07,0.0
2020-07-21,96.0
2020-05-03,0.0
2020-04-13,0.0
2023-04-19,25.0
2023-04-22,18.0
2020-04-25,0.0
2020-04-16,0.0
2023-03-04,55.0
2023-03-05,61.0
2022-09-17,103.0
2023-02-24,73.0
2023-03-24,37.0
2022-08-09,141.0
2023-03-15,64.0
2022-08-29,116.0
2023-01-25,125.0
2023-04-02,24.0
2022-12-31,205.0
2023-03-23,40.0
2023-01-17,149.0
2023-02-14,99.0
2022-10-30,75.0
2022-10-06,75.0
2022-08-05,133.0
2022-08-23,153.0
2022-08-12,159.0
2022-09-10,104.0
2023-02-07,100.0
2022-08-10,147.0
2022-12-14,105.0
2023-03-14,43.0
2023-04-01,30.0
2023-01-31,125.0
2023-01-19,137.0
2022-09-09,113.0
2022-10-29,69.0
2022-09-29,62.0
2022-11-27,67.0
2022-10-18,56.0
2022-09-16,107.0
2023-03-03,59.0
2022-08-24,145.0
2023-03-22,39.0
2023-02-22,83.0
2022-08-21,134.0
2022-09-03,114.0
2022-12-28,181.0
2023-04-12,32.0
2022-11-25,67.0
2022-09-28,76.0
2023-02-05,83.0
2023-03-13,37.0
2023-01-02,155.0
2022-12-12,121.0
2023-02-13,70.0
2022-08-28,99.0
2022-09-22,85.0
2023-02-12,67.0
2023-01-16,121.0
2022-09-12,101.0
2022-11-02,73.0
2022-08-20,129.0
2023-02-08,105.0
2023-01-23,110.0
2023-02-06,96.0
2022-08-15,112.0
2022-11-21,50.0
2022-08-11,136.0
2023-04-06,36.0
2022-09-23,92.0
2022-11-07,71.0
2022-11-12,78.0
2022-11-11,76.0
2023-02-25,51.0
2022-10-27,66.0
2023-01-04,192.0
2022-12-06,100.0
2023-04-10,22.0
2022-10-10,67.0
2022-10-05,87.0
2023-01-28,87.0
2023-02-27,71.0
2022-12-01,77.0
2023-04-05,35.0
2023-02-11,111.0
2022-11-06,75.0
2023-03-18,38.0
2022-12-18,104.0
2022-10-23,58.0
2022-10-12,53.0
2022-12-29,226.0
2022-12-16,129.0
2023-02-17,88.0
2022-11-10,85.0
2022-12-25,143.0
2022-09-21,90.0
2023-03-17,30.0
2022-08-22,121.0
2023-04-04,34.0
2023-02-23,77.0
2022-11-29,88.0
2022-09-02,124.0
2023-02-26,41.0
2023-03-08,64.0
2022-10-09,81.0
2022-09-30,84.0
2023-03-27,34.0
2022-11-15,67.0
2023-01-29,93.0
2022-09-11,100.0
2023-03-16,48.0
2022-11-17,64.0
2023-01-05,189.0
2023-02-04,91.0
2022-08-14,132.0
2022-10-24,51.0
2023-03-07,51.0
2022-10-08,78.0
2022-12-10,105.0
2022-10-11,84.0
2022-10-28,66.0
2022-09-15,98.0
2022-10-31,79.0
2023-01-24,105.0
2023-01-06,198.0
2022-11-19,65.0
2023-03-26,21.0
2022-10-02,80.0
2022-10-07,89.0
2022-08-08,132.0
2023-02-15,69.0
2023-01-30,87.0
2022-08-13,153.0
2022-11-03,85.0
2022-08-17,130.0
2023-01-20,120.0
2022-08-06,117.0
2022-09-01,122.0
2022-08-26,117.0
2023-02-02,103.0
2023-03-06,49.0
2022-11-28,94.0
2022-11-22,63.0
2022-11-26,66.0
2022-12-23,136.0
2022-09-24,78.0
2022-11-16,71.0
2022-09-13,93.0
2022-10-04,107.0
2023-04-09,31.0
2022-09-19,76.0
2022-12-03,93.0
2022-12-17,132.0
2022-09-06,125.0
2022-10-15,80.0
2022-09-05,106.0
2022-08-27,98.0
2023-01-27,112.0
2022-12-05,88.0
2023-01-01,172.0
2022-10-26,79.0
2023-02-16,80.0
2022-08-25,106.0
2022-11-14,65.0
2022-09-20,97.0
2023-03-12,43.0
2023-02-21,58.0
2022-12-11,101.0
2023-03-25,38.0
2022-12-15,154.0
2022-12-04,81.0
2023-03-21,29.0
2022-09-07,120.0
2022-09-08,106.0
2022-09-25,67.0
2022-10-22,69.0
2023-04-13,22.0
2023-01-03,180.0
2022-12-30,211.0
2022-08-30,144.0
2022-09-26,76.0
2023-01-10,163.0
2023-03-02,72.0
2022-10-14,80.0
2022-10-19,68.0
2023-01-08,136.0
2022-09-04,113.0
2022-12-22,133.0
2023-03-31,27.0
2022-08-16,147.0
2023-04-07,26.0
2022-10-03,74.0
2023-01-11,148.0
2023-01-22,103.0
2023-01-09,134.0
2023-01-18,153.0
2023-03-11,61.0
2022-12-20,114.0
2022-09-18,99.0
2022-11-20,49.0
2023-02-28,56.0
2023-03-19,32.0
2022-12-19,110.0
2023-01-21,108.0
2022-12-21,136.0
2022-10-20,83.0
2023-02-19,67.0
2022-11-30,103.0
2023-03-10,46.0
2022-12-07,88.0
2023-03-01,57.0
2023-03-30,39.0
2022-10-17,42.0
2023-02-18,87.0
2022-10-01,66.0
2022-12-02,83.0
2023-02-03,89.0
2023-03-29,41.0
2022-12-09,118.0
2023-02-20,64.0
2022-11-01,81.0
2022-10-16,67.0
2022-12-27,153.0
2022-09-27,90.0
2022-11-18,71.0
2023-02-10,107.0
2023-03-09,51.0
2023-01-07,161.0
2022-08-31,112.0
2023-01-12,141.0
2023-01-14,140.0
2022-10-25,95.0
2023-02-01,119.0
2023-03-28,47.0
2023-04-08,31.0
2022-11-05,89.0
2023-01-15,107.0
2022-11-09,75.0
2022-12-26,139.0
2022-08-19,140.0
2022-12-13,134.0
2022-08-18,134.0
2022-12-08,101.0
2022-11-04,82.0
2022-11-23,60.0
2022-08-07,97.0
2023-03-20,30.0
2022-11-08,80.0
2022-11-24,80.0
2023-04-11,22.0
2022-12-24,134.0
2022-09-14,102.0
2022-10-21,77.0
2023-02-09,81.0
2023-04-03,30.0
2023-01-26,116.0
2023-01-13,144.0
2022-10-13,72.0
2022-11-13,79.0
2022-06-17,112.0
2021-12-06,144.0
2022-06-23,117.0
2022-06-10,125.0
2022-03-11,53.0
2022-01-18,441.0
2022-04-22,41.0
2022-03-09,62.0
2022-06-29,100.0
2022-05-10,67.0
2021-12-17,187.0
2021-12-13,126.0
2022-05-01,31.0
2022-02-06,217.0
2022-07-30,137.0
2022-01-27,359.0
2022-04-12,27.0
2022-06-04,98.0
2022-02-15,188.0
2022-04-03,27.0
2022-04-21,43.0
2021-12-30,371.0
2022-06-22,94.0
2022-03-24,40.0
2021-12-25,165.0
2022-05-20,94.0
2022-02-25,112.0
2022-02-18,150.0
2022-06-08,108.0
2022-03-16,43.0
2022-07-19,127.0
2022-05-16,63.0
2022-04-04,20.0
2022-01-06,564.0
2022-07-28,115.0
2022-03-20,34.0
2022-05-05,68.0
2022-05-30,79.0
2022-04-02,38.0
2022-03-26,29.0
2021-12-11,145.0
2022-06-27,87.0
2022-07-11,106.0
2022-04-08,24.0
2021-12-20,161.0
2022-03-05,70.0
2021-12-07,198.0
2022-06-30,112.0
2022-04-27,31.0
2022-07-18,122.0
2022-03-28,37.0
2021-12-05,128.0
2022-01-17,359.0
2022-01-08,481.0
2022-02-14,173.0
2022-03-14,41.0
2022-05-11,72.0
2022-06-11,106.0
2022-07-06,119.0
2022-03-13,46.0
2022-04-26,37.0
2021-12-19,130.0
2022-01-07,537.0
2022-02-16,170.0
2022-04-07,32.0
2022-02-10,213.0
2022-05-14,56.0
2022-04-15,31.0
2022-08-04,152.0
2022-04-09,31.0
2022-06-21,87.0
2022-04-17,22.0
2022-08-03,158.0
2022-02-12,205.0
2022-02-20,110.0
2022-05-23,85.0
2022-04-25,27.0
2022-02-05,296.0
2022-05-24,101.0
2021-12-31,413.0
2022-04-28,35.0
2022-03-03,75.0
2022-03-01,93.0
2022-07-25,134.0
2021-12-12,143.0
2021-12-18,165.0
2022-05-04,58.0
2022-07-16,128.0
2022-06-03,104.0
2022-04-16,20.0
2022-01-26,425.0
2022-07-15,138.0
2022-06-02,99.0
2022-01-19,495.0
2022-03-07,49.0
2022-05-06,60.0
2022-01-14,503.0
2022-04-06,19.0
2022-07-23,131.0
2022-03-10,46.0
2022-05-09,52.0
2022-01-05,495.0
2022-05-29,78.0
2022-03-18,54.0
2022-06-12,80.0
2022-04-01,43.0
2022-02-24,111.0
2022-07-01,109.0
2022-01-13,469.0
2022-01-24,368.0
2022-01-09,469.0
2021-12-26,218.0
2022-07-04,98.0
2022-01-28,343.0
2022-03-29,34.0
2022-07-21,111.0
2022-06-26,96.0
2022-04-20,49.0
2022-03-15,62.0
2022-05-15,53.0
2022-03-21,34.0
2022-02-07,191.0
2022-02-01,345.0
2022-04-13,32.0
2022-07-10,107.0
2022-02-21,97.0
2022-07-13,117.0
2021-12-21,193.0
2022-04-24,36.0
2021-12-15,158.0
2022-06-15,107.0
2022-02-26,114.0
2022-04-10,18.0
2022-03-04,72.0
2022-04-11,20.0
2022-06-07,95.0
2022-04-18,22.0
2022-05-08,53.0
2022-03-02,90.0
2022-04-05,24.0
2022-05-27,74.0
2022-03-22,33.0
2022-02-02,262.0
2022-07-29,159.0
2022-04-30,36.0
2022-05-28,89.0
2022-05-02,38.0
2022-04-19,37.0
2022-03-06,45.0
2022-07-20,128.0
2022-01-29,369.0
2022-06-24,103.0
2022-07-02,96.0
2022-05-07,68.0
2022-03-17,40.0
2022-01-22,404.0
2022-03-08,63.0
2022-05-17,87.0
2022-07-08,108.0
2022-05-19,87.0
2021-12-09,158.0
2022-03-19,47.0
2022-06-16,107.0
2022-06-13,87.0
2022-06-05,86.0
2022-03-25,31.0
2022-03-27,26.0
2022-01-03,408.0
2022-01-02,368.0
2022-05-25,81.0
2022-05-26,93.0
2022-04-29,33.0
2022-07-27,134.0
2022-02-22,137.0
2022-07-05,108.0
2022-06-20,69.0
2022-07-03,89.0
2021-12-16,166.0
2022-01-04,415.0
2022-01-12,483.0
2022-02-13,163.0
2022-01-31,263.0
2022-06-06,81.0
2022-01-21,487.0
2022-04-14,26.0
2022-01-11,500.0
2021-12-28,317.0
2022-01-30,295.0
2022-07-26,124.0
2022-05-31,83.0
2022-07-17,96.0
2022-02-03,321.0
2022-06-14,108.0
2021-12-29,344.0
2022-05-12,74.0
2022-05-18,86.0
2022-01-25,427.0
2022-07-24,129.0
2021-12-10,176.0
2022-04-23,45.0
2021-12-27,254.0
2021-12-24,196.0
2022-02-11,219.0
2022-06-25,98.0
2022-06-18,112.0
2021-12-14,168.0
2022-06-28,119.0
2022-07-09,106.0
2022-02-09,259.0
2022-01-16,381.0
2022-02-04,282.0
2022-07-12,124.0
2022-03-12,50.0
2022-08-02,136.0
2022-06-19,106.0
2022-01-15,469.0
2022-02-08,245.0
2022-06-09,118.0
2022-02-19,144.0
2022-07-14,122.0
2022-01-10,462.0
2022-02-28,68.0
2022-05-22,86.0
2021-12-08,136.0
2022-01-20,531.0
2022-07-22,125.0
2021-12-23,221.0
2022-07-07,123.0
2022-05-03,38.0
2022-02-17,170.0
2021-12-22,183.0
2022-08-01,126.0
2022-06-01,108.0
2022-02-27,62.0
2022-05-21,103.0
2022-07-31,115.0
2022-02-23,139.0
2022-05-13,69.0
2022-01-23,368.0
2022-03-31,22.0
2022-03-23,33.0
2022-01-01,360.0
2022-03-30,32.0
2021-11-20,94.0
2021-10-31,81.0
2021-05-16,49.0
2021-08-14,143.0
2021-06-26,27.0
2021-06-15,28.0
2021-04-22,119.0
2021-08-29,153.0
2021-10-01,198.0
2021-05-31,44.0
2021-10-21,123.0
2021-07-23,44.0
2021-05-26,46.0
2021-08-23,148.0
2021-10-20,114.0
2021-11-19,87.0
2021-07-27,56.0
2021-11-09,98.0
2021-06-09,34.0
2021-06-22,30.0
2021-08-06,77.0
2021-09-26,199.0
2021-05-12,82.0
2021-11-26,81.0
2021-06-17,26.0
2021-08-17,133.0
2021-08-13,157.0
2021-05-15,49.0
2021-05-07,86.0
2021-08-30,199.0
2021-05-04,109.0
2021-10-19,111.0
2021-07-01,24.0
2021-06-04,38.0
2021-08-15,124.0
2021-08-05,86.0
2021-11-07,88.0
2021-05-09,49.0
2021-04-21,132.0
2021-09-16,232.0
2021-09-07,254.0
2021-09-13,196.0
2021-07-06,25.0
2021-06-08,31.0
2021-10-16,141.0
2021-05-14,65.0
2021-07-02,15.0
2021-04-18,119.0
2021-09-06,207.0
2021-09-18,228.0
2021-07-18,26.0
2021-05-30,39.0
2021-06-27,20.0
2021-08-28,189.0
2021-09-27,210.0
2021-05-24,49.0
2021-10-28,109.0
2021-10-02,168.0
2021-05-22,50.0
2021-04-30,95.0
2021-09-17,235.0
2021-05-05,105.0
2021-08-01,66.0
2021-10-25,92.0
2021-11-30,118.0
2021-08-09,107.0
2021-10-17,130.0
2021-04-28,76.0
2021-05-27,48.0
2021-08-24,178.0
2021-11-05,75.0
2021-11-23,113.0
2021-04-20,121.0
2021-05-23,43.0
2021-09-30,194.0
2021-10-14,146.0
2021-07-21,50.0
2021-11-04,92.0
2021-10-09,154.0
2021-08-16,127.0
2021-09-25,203.0
2021-08-07,88.0
2021-09-19,208.0
2021-09-12,210.0
2021-06-13,33.0
2021-05-25,54.0
2021-11-13,83.0
2021-04-19,104.0
2021-06-18,29.0
2021-08-08,97.0
2021-08-12,123.0
2021-11-28,88.0
2021-08-18,185.0
2021-09-01,219.0
2021-09-28,173.0
2021-09-09,211.0
2021-09-20,183.0
2021-07-30,70.0
2021-08-03,110.0
2021-11-21,84.0
2021-08-31,217.0
2021-11-12,92.0
2021-07-13,33.0
2021-09-11,188.0
2021-07-22,62.0
2021-11-11,90.0
2021-07-31,79.0
2021-09-02,218.0
2021-10-23,127.0
2021-06-06,23.0
2021-06-01,40.0
2021-06-16,17.0
2021-10-06,182.0
2021-11-02,95.0
2021-07-04,19.0
2021-05-13,60.0
2021-09-10,229.0
2021-12-01,108.0
2021-07-24,48.0
2021-06-29,29.0
2021-09-21,207.0
2021-06-19,27.0
2021-05-21,58.0
2021-08-27,211.0
2021-04-17,112.0
2021-04-27,94.0
2021-11-01,84.0
2021-11-27,102.0
2021-10-22,129.0
2021-06-24,28.0
2021-07-16,35.0
2021-09-29,163.0
2021-05-28,50.0
2021-10-03,142.0
2021-08-04,78.0
2021-11-08,89.0
2021-08-21,141.0
2021-11-29,115.0
2021-10-30,94.0
2021-05-02,69.0
2021-07-15,42.0
2021-10-13,146.0
2021-06-14,22.0
2021-07-14,40.0
2021-06-10,29.0
2021-08-02,86.0
2021-10-04,147.0
2021-10-18,116.0
2021-10-10,118.0
2021-09-24,226.0
2021-11-18,83.0
2021-06-12,31.0
2021-05-01,82.0
2021-09-04,188.0
2021-05-10,74.0
2021-05-06,57.0
2021-11-17,87.0
2021-07-26,47.0
2021-10-29,98.0
2021-11-25,120.0
2021-07-29,56.0
2021-07-17,34.0
2021-05-17,56.0
2021-06-07,28.0
2021-05-11,65.0
2021-07-10,24.0
2021-12-02,113.0
2021-06-03,29.0
2021-07-25,47.0
2021-07-19,46.0
2021-04-26,71.0
2021-05-19,60.0
2021-07-07,23.0
2021-07-08,32.0
2021-11-06,91.0
2021-09-05,199.0
2021-10-08,144.0
2021-06-21,20.0
2021-09-15,238.0
2021-05-29,54.0
2021-11-10,91.0
2021-04-15,110.0
2021-10-11,164.0
2021-06-02,45.0
2021-11-24,88.0
2021-10-27,102.0
2021-04-29,100.0
2021-07-28,52.0
2021-04-16,116.0
2021-06-23,26.0
2021-09-22,230.0
2021-07-11,24.0
2021-11-14,77.0
2021-04-24,95.0
2021-08-19,148.0
2021-11-16,76.0
2021-06-28,25.0
2021-06-20,19.0
2021-10-26,113.0
2021-05-03,76.0
2021-07-09,31.0
2021-08-20,175.0
2021-11-22,117.0
2021-10-07,159.0
2021-11-15,77.0
2021-12-03,137.0
2021-06-11,22.0
2021-04-23,96.0
2021-05-20,37.0
2021-10-24,109.0
2021-08-11,137.0
2021-11-03,93.0
2021-09-14,217.0
2021-07-05,25.0
2021-09-23,216.0
2021-12-04,161.0
2021-08-26,207.0
2021-10-15,142.0
2021-06-05,26.0
2021-07-03,21.0
2021-06-25,32.0
2021-05-08,80.0
2021-10-05,198.0
2021-09-03,201.0
2021-07-12,20.0
2021-06-30,35.0
2021-04-25,74.0
2021-05-18,60.0
2021-07-20,38.0
2021-09-08,237.0
2021-08-25,185.0
2021-08-22,159.0
2021-10-12,174.0
2021-08-10,136.0
2021-03-15,102.0
2021-03-18,124.0
2021-03-26,125.0
2021-03-24,102.0
2021-04-14,127.0
2021-04-11,101.0
2021-04-08,111.0
2021-03-12,137.0
2021-04-02,114.0
2021-03-21,114.0
2021-04-06,127.0
2021-04-13,119.0
2021-04-07,136.0
2021-04-09,120.0
2021-04-05,114.0
2021-04-01,127.0
2021-03-25,123.0
2021-04-03,121.0
2021-04-12,121.0
2021-03-22,95.0
2021-03-28,116.0
2021-03-16,126.0
2021-03-13,117.0
2021-03-14,97.0
2021-04-10,106.0
2021-03-31,109.0
2021-04-04,112.0
2021-03-29,93.0
2021-03-30,123.0
2021-03-23,114.0
2021-03-27,139.0
2021-03-19,122.0
2021-03-20,118.0
2021-03-17,97.0
